sample,keywords
technology growth year toward modernization world continuously gearing becoming technology driven planet computer science information technology offer modernization already invaded various facet people life become vital instrument daily activity establishment institution organization even school university public private instituting technology advancement achieve better speed accuracy high performance quality work people go everyday living bound thing permanent everything change way people live rapid development society economy increasing number human activity like creating schedule school department technology integral aspect university student experience change make people live convenient big advantage almost everything complete task effortlessly lesser time capability technology helping people ease task big necessity improves way living help people different institution like school business organization many result different emerging technology developed ease task lessen time people everyday task school university common problem creating class schedule requires lot patience considering conflict due availability classroom time day offered coursesubject every semester especially availability teacher scheduling vital task system containing utilization resource fulfil certain criterion like curriculum organization academic department school timetable mandated period length specific subject period help administrator allocate sufficient resource important curriculum area schedule organized important subject optimal time day conflict represent there instructor teaching room time avoiding large gap conflicting making schedule room day scheduling vital task like academic department faced periodic task schedule faculty resource teach course offered limited time period time consuming exercise quite often manual method employed result schedule serve best interest either student faculty small department faculty scheduling solved manually scheduler large department developing faculty schedule difficult task may take several attempt prepare acceptable schedule moreover manual system schedule prepared revision may difficult creation alternate schedule school timetable extremely important variety reason according barkin et al 2012 claimed scheduling system refers system developed researcher address problem regarding class schedule system capable lessening conflict schedule supported alvarado mittal 2014 stated creating class schedule requires lot time manpower ensures teacher scheduled many back back class two class time teacher given opportunity modify lesson plan preparation period collaborate colleague timetable allows student know exactly specific subject schedule wellconstructed timetable establishes natural rhythm routine comforting teacher student school university one sector would granted appropriate information could benefit modernization brought technology according commission higher education ched 328 state university college including satellite campus calabarzon year 2014 technological advancement state university college could benefited term tedious task creating manual class schedule one greatest contribution technology could impart school university especially large university vast amount resource like many university laguna state polytechnic university sta cruz main campus believed developing system great help university well faculty department student creating class schedule hence researcher aimed provide class schedule department especially college computer study provide good accurate schedule well lessen time consuming task college dean creating class schedule every faculty member,"technology growth, modernization, information technology, scheduling system, class schedule, resource allocation, faculty scheduling, curriculum organization, university timetable, automation"
technology powerful tool transforming learning help affirm advance relationship educator student provide easy access needed information reinvent approach learning collaboration shrink longstanding equity accessibility gap adapt learning experience meet need learner development new technology mankind evolution relevant share increase gain knowledge amongst peerspeople furthermore relevant use technology benefit understanding people educate inspire promote good value user technology would efficient use mobile application smartphones common technology many people also easily access carry anyone mobile application would ideal aid help educate learner topic reason enlisted also visual audio feature like augmented reality close real one young learner surely enjoy augmented reality ar growing field technology real life modified enhanced computergenerated sight sound common use ar seen mobile apps point device camera something app recognizes generate 3d animation video superimposed whatever camera screen effect make computergenerated item appear like really according lindsay 2015 study entitled 5 reason use augmented reality education integrating augmented reality lecture youll capture attention audience undivided attention instance teacher dentistry integrated augment lesson show 3d model teeth human jaw work student able access model device via augments app viewing augmented model student gain better understanding concept studying fun way engage student reinforce concept theyve seen class lecture prototype physical model detailed illustration poster extremely expensive often school enough money buy supplementary learning material would like learning material get worn lose relevance get misplaced time augment invest physical material student access model device time whether home classroom student study interact course material simple scan student access augmented model representing anything part human anatomy famous monument molecule also student access website directly augments app experience creates complete learning cycle student retain knowledge longer period researcher came thesis project provide learner easy way learning understanding human system also interactive learner chance see 3d realistic illustration human system image text seen textbook reference researcher also observed experience difficulty using book faded figure human system unclear text description textbook reference,"technology in education, mobile applications, augmented reality, 3d models, interactive learning, engagement, visual and audio features, learner experience, student understanding, educational tools"
technology communication common thing world today especially entering fast modernization process communication necessary every relation technology make message information delivered right time right content whether social medium mass medium transfer communication brought great importance business establishment individual belonging certain establishment would advantage know update upcoming event important announcement latest news around use internet social medium become solution time one get either get false information invalid source made announcement computer mobile phone one innovation strong impact technology life people since information age almost everything need relies computer along internet beneficial whether come science health education business others computer along internet also utilized different government service office establishment today website contains information offer announcement others hand mobile phone presently considered necessity lining food shelter clothing rather luxury revolutionized world communication one communicate matter time press click connecting people different part world one feature sm short message service wherein still comparatively best easiest way reach person era technology computer mobile phone sm feature combined utilized great tool disseminating information since traditionally notice board verbal broadcast traditional announcement medium still used job management dissemination system using sm technology peso provides easy access information data gathering file document would track come information automated announcementauto sending multiple recipient significant contribution providing accurate information webbased information system office important keeping track record client better done system keep transaction updated like office public employment service office peso also particular come service providing information fillingup form saving document spreading information job pair,"technology in communication, information transfer, social media, mass media, internet, mobile phones, sms, web based information systems, automated announcements, public employement service office"
technology grows develop creative innovation also grow change make people life easier convenient result different emerging technology developed ease task lessen time people everyday life technology become one important element today society role life keep getting complex technology take different form nowadays people provides various description majority dependent effective one job technology played big role developing agricultural industry today possible grow crop desert use agricultural biotechnology technology plant engineered survive drought condition genetic engineering scientist managed introduce trait existing gene goal making crop resistant drought pest today technology provide easier access farm crop greater opportunity gather data monitoring system commonplace many area industry nowadays monitoring farm crop managing data generating report easier using computer system however farm general rule minority statistic web based application evolved significantly recent year improvement security technology plenty scenario traditional software based application system could improved migrating web based application web based application come long way offer competitive advantage traditional software based system allowing business consolidate streamline system process reduce cost use technology today world develop technology develop add value society simplifies human life technology essential part life today imagine living without achieved lot help technology shape world better ever convenient everyone using computer modern farm agricultural operation work far differently decade ago primarily advancement technology including sensor device machine information technology today agriculture routinely us sophisticated technology robot temperature moisture sensor aerial image gps technology advanced device precision agriculture robotic system allow business profitable efficient safer environmentally friendly,"technology growth, creative innovation, agricultural biotechnology, genetic engineering, drought-resistant crops, monitoring systems, webbased applications, precision agriculture, robotic systems, data management"
modernization advancement today technology people productivity demand new way order conduct daily routine people since time immemorial directed make life easier therefore way information technology emerged society requires adaptation new knowledge exciting discovery technology innovates world continue evolve developing allowing technological advance people carry mundane humanly effort task becoming vital integral part lot modern organization information technology play important role bringing lot implication daily operation mackechnie 2017 specified addition internet provides simple mean communicate there lot communication tool continuously evolved added also impart importance data management document easily instantly available everyone around organization regardless location document management document management system dm one often referred store manage organize electronic document use advancement technology dm created within past 5 year also put information easily quickly solve problem contribute organization success advance career document management system dm file transfer viewer allows user see glance progress file added retrieved quezada 2014 clearly stated one process transfer technology moreover innovation paramount objective improve life people extension training service program updating people current trend skill technology could enable community adapting various longterm trend also added identifies one multiple function higher education institution accordance cmo no08 series 2010 stated higher education institution ordered extension training service proper instruction research production inclined vital role goal university development community especially afford educational fee therefore building link community extensionists government extension department private sector there need community based extension research observation reliability one main function technology improved continuous innovation adaption people technology community service would efficient reliable involved community development using technology community service would also give great resource collaborate create automating also new tool world technology developing manual process automated could beneficial especially person behind extension training service program many way approach personalized information enhancing office infrastructure automating approval process streamlines document workflow explains importance document management system dm applied office infrastructure uplifting helplessness selfreliance community development extending help training service providing continuous innovation technology could possibly help people positive change information technology organization could extend using engine effective management vehicle innovative service delivery researcher profoundly understand importance developing document management system related study literature,"modernization, information technology, productivity, document management system, data management, technology innovation, higher education institutions, community development, extension training services, automated systems"
technology help enhance quality life everyone many role daily routine transforms way individual conduct communication also essence mean human society technology today affect way socializing many people would rather use technology talk someone time go individual experience different new thing millennial change dont usually see child play street rather house holding gadget internet important innovation since development technology brings new way living everyone technology also applied different form like medical health care mobile application computer program designed run mobile device phone tablet mobile application often stand contrast desktop application run desktop computer web application run mobile web browser rather directly mobile device mobile apps originally offered general productivity information retrieval including email calendar contact stock market weather information however public demand availability developer tool drove rapid expansion category handled desktop application software package software explosion number variety application made discovery challenge turn led creation wide range review recommendation cure source including blog magazine dedicated online appdiscovery service use mobile device health care professional transformed many aspect clinical practice mobile device become common place health care setting leading rapid growth development medical software application platform numerous application available assist health care professional many important task information time management health record maintenance access communication consulting reference information gathering patient management monitoring clinical decisionmaking medical education training mobile application provide many benefit patient healthcare professional help different way especially transaction many people day conscious health everyone know important health everything always need think twice good health day many health care problem people never know sick many hospital blood one main problem many patient indeed blood many transaction donating blood saving life donating blood philippine red cross technology also used improve transaction philippine red cross providing poster article tarpaulin announcing would blood donation volunteer blood donor go said event donate blood case people cant donate blood qualified hospital blood requestors needed blood personnel create request permission blood requestors get blood philippine red cross case certain branch red cross doesnt needed blood endorse people branch take many time effort know branch certain blood type type transaction improved simple thing life blood requestors,"technology, mobile application, healthcare, medical software, blood donation, philippine red cross, health monitoring, clinical decision making, health record maintenance"
within last decade parallel effort various region world called shift paradigm prevailing emergency management framework disaster risk management reverse increasing trend disaster occurrence loss especially small medium scale disaster highlighted need proactive disaster management activity significant role local community community based approach also corrected defect top approach development planning disaster management failed address local need ignored potential local resource capability may even increased people vulnerability berlin carl strom 2011 philippine government exists support local government time emergency according level assignment national government office field shall support operation local government every incident large part work day ambulance rescuer police fireman healthcare personnel mission incident site basically consists medical treatment crime rescue fire rescue transportation hospital berlin carl strom 2011 another task rescuer face incident site establish local healthcare management case large scale incident several incident time community update regional healthcare management confirm fact dealing major incident ruler nilsson vikstrom2006 computer mobile phone one innovation strong impact technology life many people since right information age almost everything need relies computer along internet beneficial weather come science business heath others especially field record management although existence record management may old office office still sure role record management play daily operation raise serious concern whether role record management reflected plan organization record properly managed becomes easy locate record necessary information available,"disaster risk management, emergency management, local community, proactive disaster management, philippine government, healthcare management, incident site, rescue operations, record management, technology"
new era technology difficult imagine people working without technology assistance computer computes already become daily activity need personal educational professional technology make almost daily routine work faster without doubt human interaction influenced new technological device provide accuracy lessens time work every human also provides better opportunity field either business daily life current technology like spreadsheet application useful data management technology secured easy manage come big data used term centralizing data pen paper method technology cause lot time gathering data recording spreadsheet everything constantly changing technology year technology also continuously advancing world full technology help data management data gathering today using technology bigger population data get bigger bigger technology used gather data used avoid pen paper technology record record management system commonly used easily manage data like information specific person save centralized database using web object increasingly aid technology record management system technology widely used commercial industry company organization like school local government agency along technology enable organization make moreinformed business using web based technology record management easily gather data one place easily manage gathered data,"technology, data management, spreadsheet application, big data, record management system, web based technology, centralized database, data gathering, automation, information systems"
world changing dramatic phase view fact change inevitable human need adapt kind change technology powerful influence today century industry innovation assumes pivotal part healthcare standout amongst essential technological innovation include incorporation mobile phone healthcare industry order continue provide physician new way disseminate quality care patient improve state global healthcare technology integration area like medical telecommunication medical industry patient around world continue benefit smartphone technology appears hold great promise future term conveying wellbeing conduct change introduction smartphones greatly impacted many field including medicine use mobile device healthcare professional hcps transformed many aspect clinical practice information communication technology becoming natural part healthcare delivering giving accessibility healthcare people chronic illness living home mobile device become commonplace healthcare setting leading rapid growth development medical software application platform rapid integration mobile device clinical practice part driven rising availability medical software application one major motivation driving widespread adoption mobile device hcps need better communication information resource point care growing importance mobile device daily life also reached healthcare medicine making paradigm healthcare change concept mobile health mhealth relevant whose main essence application disseminating health medical information internet improve knowledge transfer health professional population help individual maintain improve health currently several medical mobile application directly target general population aim providing information health problem selfcare prevention however new technology also hide several shortcoming unreliable medical information available internet ii difficulty finding understanding trustworthy information iii lack access unconnected population iv potential harm risk overconsumption able overcome danger important public health practitioner health professional involved design dissemination evaluation mobilebased health medical information need develop mobile application lessen overstatement ensure quality reliable information website existing mobile application lack provide user mobile application guarantee reliable valuable medical information since content mobile application expert specifically medical specialist case obstetrician gynecologist,"technology, healthcare, mobile devices, telecommunication, medical software application, mhealth, mobile health applications, clinical practice, medical information, public health"
year go technology grown become popular people business industry turn manual process computerized even small business organization using automated system living modern world life made easier use technology ability keep touch family business associate access email reason rely digital device technological advancement making lot difference life advancement requires use computer influenced changed society computer concerned benefit people made simplify work minimize time needed accomplish certain task field education research paper important mostly professor student propose freshly idea different topic benefit university research development emerging field within university management focus practical cost effective sustainable approach getting research use also research development part university fresh idea faculty researcher proposed approved headsmembers research development office fresh idea faculty researcher help change university aimed ensure reliable verification result permit new innovative research built existing information concern research transaction university process submission approval research development proposal making research report since university main source knowledge researcher think developing web based system lspu web based research development management system submission approval research proposal faculty researcher upload proposal download important document print report need also view daily announcement regarding activity research development office announce research development member one handle system faculty researcher riu chairperson rd director user truly important accurate web based system serf tool become process easier,"technology, automation, business, research development, university, web based system, faculty resaercher, proposal submission, digital devices, sustainable approach"
impact technology modern life measurable passage time live world rapidly evolving technology evolution led changing ideology function everyday life according sarah schmitt 2011 student reading writing skill suffered significantly vocabulary shrinking also integrated negative effect technology one hindrance affect student divert attention forget important thing student know balance technology education new mentality technological implementation begun affect field education newest technology allow u forget education enjoy millennial change technology affect environment society demand technology keep rising since used every way especially education use technology improve learning material used school interactive learning aid something intended enhance concept learning new skill technique engage student learn new lesson learning aid interactive every aspect important attract learner giving something get attention millennial world student enthusiastic browse lesson technology computer merging technology education great tool teacher gain attention student using technology instrument every lecture interactive learning aid realworld approach education actively engages student focus study teaching technology deepen student learning yet challenging select best technological tool use without losing sight goal student learning use interactive learning aid seen numerous benefit many pressure teacher implement technology classroom influenced society addition department education encouraging teacher develop innovative way teaching cope need century learner interactive learning aid refers form learning gap teacher student bridged using new technology help teacher train student using technology school enhance skill using computer interactive learning aid help teacher enhance teaching learning process way encourage student study attentive subject use interactive learning aid different benefit best way emerge developing technology education constantly changing expect student sit desk take note lecture lesson engaging interactive gain attention school advance add technology lesson also become attractive student continue keep advancing technology provide incredible benefit student teacher use technology learning aid student effective way gain attention time enjoy learning,"technology education, interactive learning aid, student engagement, teachning tools, vocabulary, millenials, learning process, innovation, educational tools"
technology advance society advance along task made simpler making thing requires le effort used technology also help physical thing automating manual process easier task mentally well medium learning advance far point game changer speak way groundbreaking advanced little bit like old day reading book one main source knowledge student read teacher preach word student nowadays gain knowledge source video making knowledge accessible internet gaining knowledge advance simple advanced little searching internet groundbreaking information accessible still reading thing advanced making information much attainable gaining information searched still process reading video advance compared book still disadvantage may take long user may get bored upon watching thus losing interest topic paper researcher making game teach history philippine player may learn reading watching gaming entertain user used learning aswell even implemented function study equipped visual novel styled gameplay unique kind story telling player may read character saying seeing expression,"technology, advancement, learning, video, game based learning, interactive, entertainment, knowledge access, visual novel, storytelling"
technology vital generation increasing use technology came boom different form social medium social medium digital tool use connect people around world similar flipped classroom educational technology also making easier student engage mobile learning portable device smartphones every individual must acquire knowledgeable thing educational software application grown adaptive education also evolve using mobile technology device become profitable every user want learn mobile technology even technological advance exists contemporaneously making huge change today society business starting lean towards computerized way transaction process educator using computer device teaching process one technology engaging interactive breakthrough decade emergence virtual reality vr platform aware virtual reality technology today refers computer system allow person immerse makeshift 360dimension environment using vr material common one headset virtual reality rapidly become one exciting new computer technology exercising strong hold popular imagination attracting hundred researcher spawning booming industry study explores social implication vr technology trace history virtual reality technology allow user interact computersimulated environment real imagined one artificial environment created software presented user way user suspends belief accepts real environment vr deal sens computer generated virtual environment explore fashion relates general issue study effect new information communication technology book examines vrs relationship advanced research development education entertainment industry finally cyberpunk youth culture based article rachel wagner 2012 rapid development medium digital technology last decade inspired great deal research intersection among religion medium culture godwired religion ritual virtual reality rachel wagner offer creative insightful text focusing interaction parallel virtual reality religion wagner defines virtual reality form digital technology involves user engagement software via screen interface majority muslim also follow teaching practice muhammad sunnah recorded traditional account hadith muslim arabic word meaning submitter god shiite person belongs one two main branch islam downside tribalism assumption insider better outsider deserve compassion integrity generosity even violence toward infidel acceptable upside religious spiritual label offer mean defining remind adherent moral sense quest meaning core component entail human bible story contains life changing message freedom need study based article zion messianic fellowship aim bring truth word god jewish gentile believer messiah searching truth messiah seek witness messianic prophecy concerning yeshua hamashiach messiah came israel help jewish people return god abraham isaac jacob israel researcher developed bibleinspired game entitled bible warrior aimed develop game coalition bible story entertainment virtual reality developer also aimed develop educational game bible story entertain grasp attention user well learn bible story suitable familiar bible story,"technology, virtual reality, education, interactive learning, mobile learning, digital tools, bible inspired game, religious education, entertainment, software application"
today generation fast phase life people tend demand service immediately general service common service people tend seek however difficult service search quality service budget hard find general service provider usually use different medium market service like poster flier recent year social medium one effective medium market service transaction also take place form medium however one platform deception illegal activity incident alarming upsetting client service provider past year proven technology make people life easier web mobile application become extremely important last year world wide web revolutionary medium enabling innovative mode interaction novel type user interface advanced mobile phone mobile application trending technology 20th century usable smart phone run android o io variety purpose like entertainment game socializing educational purpose etc mobile application lazada shopee provide online shopping venue seller buyer seller buyer us venue smooth transaction exchanging product uber upwork also offer service client sophisticated business model past year fast growing trend ecommerce business model researcher come idea web mobile application serve bridge create connection service provider client provide smooth transaction ease account management capturing business model established online shopping platform,"service provider, mobile application, web application, online transaction, ecommerce, client, smartphone, technology, social media, business model"
today innovative generation technology essential part life today become integral part life bringing much benefit u without doubt human interaction influenced new technological device provide accuracy lessens time work every human achieved lot help technology affect society significantly true nowadays technology rule world technology important today world serf variety function many important aspect modern society like education communication business scientific progress past year computer become part society technology become reliedon tool people evergrowing tourism industry result greater number tourist many nationality visiting city place interest order inform entertain visitor efficient personalized way mobile tourist guide provided attraction mobile tourist guide msc thesis 2005 travel assistant term use throughout much world refers service provides help guide information place designed use visitor tourist travel assistant also serve travel buddy delivering kind assistance guidance customer regarding travelrelated information travel assistant welcome customer provides information travel destination schedule package mobile application increasingly playing vital role world today recent advance internet mobile technology increasing demand electronic access tourist information system service coordination process integration mobile travel application important help encourage tourist visit time help tourist guiding destination go mobile travel application make easy track travel detail go based article conducted jatinsapra 2016 entitled mobile apps transforming travel tourism industry according recent survey emarketer travelbased mobile apps seventh mostdownloaded app category almost 60 smartphone user regularly use travel apps planning trip gone day traveler relied travel agent making travel arrangement digital tool hand people prefer make travel arrangement portable userfriendly mobile apps mobile apps improved travel experience user also benefited tourismbased company big way surprise partnership travel technology growing day heshe said mobile apps improve user travel experience explaining use travel apps medium online ticketing hotel booking getting destination detail locating local attraction food outlet exploring new destination finding review destination plan visit sharing picture travel posting feedback destination airline hotel event apps like wikitude give latest information fun way building monument visiting utilizes smartphone camera place relevant picture content top phone screen,"mobile application, travel assistant, tourism industry, technology, smartphone, travel experience, destination information, user friendly, digital tool, travel guide"
technology proven benefit human experience achievement many way become growing aspect visitor engagement documentation research museum today business challenge ever past technology massive influence every aspect modernday business organization every industry struggle best approach workday one biggest effect modern technology business operation revolve year paper still important information carrier even electronically penetrated environment every day use paper document office even electronic version document available instead replacing paper completely developed myth paperless office new way better integrating paper daily work needed reason new way required handling paper document integrating one best workflow instead substituting document come form paper electronic age business following paperbased document management model however technology document processing mostly limited better faster way generate print transport text document several trend development suggest verge major advance computer based information management document management focus organization document support active work progress including content creation sharing within organization organization kind formal document management system place content often created saved unmanaged decentralized way scattered file share process amazingly time consuming often ignored demong et al 2009 stated rapidlychanging technology increasing emphasis managing information properly electronic document tracking system edts developed solution system improve efficiency tracking movement document organization organization tried improve document handling use application information technology measure improve efficiency initial scheduling building various scheduling model work classification calendar type activity required initial scheduling developed fieldfriendly initial scheduling system automatically generate activity prof improve schedule management every establishment specifically university institution sm short message message commonly referred text message developed different demand create new approach interaction communication know sm alert system useful case delivering alert emergency sm email notification would great help automated reminder user regarding information need justify support study researcher conduct comprehensive intensive review related study literature,"document management, electronic document tracking system, technology, paperless office, information management, workflow integration, business operation, scheduling system, sms alert system, automation"
technology grows develop creative innovation also grow change make people life easier convenient result different emerging technology developed ease task lessen time people everyday life technology become one important element today society role life keep getting complex technology take different form nowadays people provides various description majority dependent effective one job technology played big role developing agricultural industry today possible grow crop desert use agricultural biotechnology technology plant engineered survive drought condition genetic engineering scientist managed introduce trait existing gene goal making crop resistant drought pest today technology provide easier access farm crop greater opportunity gather data monitoring system commonplace many area industry nowadays monitoring farm crop managing data generating report easier using computer system however farm general rule minority statistic web based application evolved significantly recent year improvement security technology plenty scenario traditional software based application system could improved migrating web based application web based application come long way offer competitive advantage traditional software based system allowing business consolidate streamline system process reduce cost use technology today world develop technology develop add value society simplifies human life technology essential part life today imagine living without achieved lot help technology shape world better ever convenient everyone using computer modern farm agricultural operation work far differently decade ago primarily advancement technology including sensor device machine information technology today agriculture routinely us sophisticated technology robot temperature moisture sensor aerial image gps technology advanced device precision agriculture robotic system allow business profitable efficient safer environmentally friendly,"agricultural technology, web based application, geneic engineering, precision agriculture, monitoring system, automation, drought resistant crops, sensor devices, data management, farm management"
advancement technology helped society industrialization progress many different aspect society deeply indulged present day advancement technology become even difficult one live survive without one would compare past present evident present day technology continues beneficial society term communication medicine transportation well navigational direction technology become basis one would live present day civilization navigational direction useful tool everyone unfamiliar certain place used establishment supermarket hospital hotel school also imperative understand directory school accurate information various location process personnel locator provides information similarity map slight difference map limited information includes information location hand information model locator provides multiple detail specific location enrollment process personnel precise information essential help student instructor visitor efficiently reach location moreover also prevents delay due wrong detail accurate data serve guide every user make information model locator effective whether student wellfamiliarized newbie beginner proper process enrollment also important since biggest error derive smaller error hence operation ease yet effective augmented reality ar belongs popular technology used information provider based research ar several advantage technology stated montejar 2016 article said technology gaining importance readily adoption user portable nature aim part people life term searching promoting acquiring numerous kind mobile application used many android smart phone user application promote different purpose user edge along people nowadays using android phone various mobile application prove beneficial lot place human visit would need help navigation today digitalized era people tend use different application help direct place wanted go including university undeniably fact university philippine located wide range area continuously widening due increase population vicinity since wide area new student unfamiliar struggling find new place like room office would instance student professor may wrong class section classroom due changeable class schedule posted outside door necessary portable location mapping application value time important everyone advancement said application user encounter delay wrong information hassle finding place hence reliable source get information essential every area connection researcher proposed augmented reality mobile application locator useful scenario navigation general project context laguna state polytechnic university sta cruz campus lspuscc situated expansive territory continuously expanding throughout year order get destination visitor student especially freshman transferee well familiar lspuscc vicinity tend ask someone assistance others would roam around campus get destination consumes time energy knowingly lspuscc small university also looking instructor inside university would quite challenge people inside campus recognize person looking however study developed resolve said problem stated follows 1 emap santa cruzmain campus developed gabog villanueva lupena 2013 2 lspusanta cruz campus touch screen map isla lapastora soriano 2011 3 lspuccs kiosk dimaranan simpson 2013 4 laguna state polytechnic university scc virtual tour android application co tablico 2014 said study developed approved research study capstone project unfortunately however study deploy lspuscc seem commonly due following reason 1 run android phone tablet due issue io user apple product consumer unable access app 2 realtime navigation map supposed navigate user path time time towards destination student professor visitor staff tend use label name building found every classroom department others new university would usually ask security guard assistance finding destination around campus due lack directional map also current enrollment system new student composed several processing station see study mentioned capable resolving seen problem stated research came along following problem second phase 1 design develop mobile application capable locating instructor based class schedule 2 ass user acceptance towards developed system 3 develop system information technology standard perspective,"augmented reality, mobile application, location mapping, navigation system, personnel locator, enrollment process, campus directory, real-time navigation, digital technology, user acceptance"
technology basic need every country stand compete nation book wheel technology come next important technology part life advanced country high competition level world field country develop idea age pass remained far behind success innovation technological stand country show country power status global level computerization conclusive evidence advancement science technology task maximize purpose primarily education electricity greatest technology made possible many advanced technology depend computer modern appliance electricity critical growth industry modern communication advanced form travel airplane today automobile technology nowadays important especially term preventing fire security safety important part technology safety avoid fire save life there government group help prevent fire bfp bureau fire protection group people help government avoid fire accident prevent property damage philippine influenced technology many kind gadget device appeared market there automation system used establishment company preventing fire limiting damage assure work operation continue without interruption home automation make life simpler human being various effort made arena effort transform life simple way using modern technology fulfilling desire wireless lanbased home automation selected nowadays people grab various smart device access different type connection continuously upgrading different day people grown knowledge use technology still creating new idea improve make easier individual,"computerization, modern communication, home automation, wireless LAN-based system, smart devices, fire prevention technology, Bureau of Fire Protection, safety technology, electricity-dependent systems, technological innovation"
