title,abstract
LSPU - SCC PHYSICAL PLANT AND SITE DEVELOPMENT SCHEDULING MANAGEMENT SYSTEM,"The Physical Plant and Site Development in Laguna State Polytechnic University Sta. Cruz Campus is the one who’s responsible for maintaining facilities in LSPU. The office manages the material provisions of the school and vehicles used for travel purposes. The current system that PPSD Office using is manual operations. This current system is so time-consuming, due to cumbersome paperwork. There are times in unavailability of staff appointment because they have priorities that are important and necessary. Some studies proved that this kind of technique has a lot of errors due to human unavoidable mistakes. Moreover, the system may result in work delays, leading to misunderstandings and miscommunications between the requestor and the provider. The researchers have come into this study and aims to develop an automated system that handles the data and information of the requestor and the availability of its employee and equipment for the Physical Plant and Site Development which generally aims to enhance the vehicle scheduling policy and determine the prioritization of work order. The Researchers used the Agile Method for developing the system and used ISO 25010 criteria based questionnaires for the evaluation of the system. With the developed system, the PPSD Office can communicate with the requestor cost-efficiently and record their personnel’s operations without the use of cumbersome paper works. The system enables them to keep their work record without the risk of missing it and avoid delays due to some miscommunication and misunderstandings. Keywords: Agile Method, ISO 25010, Physical Plant, Site Development, Scheduling."
"""CRIME AND INCIDENT MAPPING OF BAY, MUNICIPAL POLICE STATION""","Technology has been a part of people's daily living however, as exception Bay, Municipal Police Station on the process of crime mapping uses manual operation that results to some problems that are currently encountered by BMPS office which handles crime data. These problems are on the accuracy of crime mapping, storing, retrieval, security, and it takes lot of time especially in report generation. Due to this matter the researchers come up with the study entitled ""Crime and Incident Mapping of Bay, Municipal Police Station"" that aims to develop, test and evaluate Crime and Incident Mapping of Bay, Municipal Police Station that handle all crime data, crime mapping, and report generation which is the most applicable tool for learning and control of crimes. Specifically, the study aims to: 1. To design and develop an online platform that enhances the current process of crime mapping, report generation, storage & retrieval, and security of Crime and Incident Records 2.) To test the functionalities of the developed Crime and Incident Mapping System 3.) To evaluate the User Acceptance of the developed Crime and Incident mapping. The research design used in the study is Descriptive-developmental. Agile Model is used as Methodology in the development that presents each phase of how the study is done. After development the Researchers used a black-box testing and is proven that the researchers have met all expected results of each functions and Technology Acceptance Model in evaluating respondent's acceptance of this study, from the evaluation it is solved as 4.463 wherein verbal interpretation is Highly Acceptable. Keywords: Crime and Incident Mapping, Descriptive-developmental, Agile Model, Technology Acceptance Model, Black-box Testing"
INSTRUCTIONAL MATERIALS (IMS) SUBMISSION AND MONITORING SYSTEM,"Instructional Materials are important in student’s academic achievement, but the Instructor and CIDQA Personnel along with the Dean and University Cluster Curriculum and Review Committee (UCCRC) in Laguna State Polytechnic University in Sta. Cruz Laguna is having difficulties in monitoring the Evaluation Status of IMs, and it resulted in the delay of the process. The focus of this study is to create an “Instructional Materials Submission and Monitoring System” that can help to improve the Quality of Instructional Materials evaluation processes and work of academic staff in LSPU. To achieved the objective researcher used Agile as Software Methodology, This Software Methodology has phases that serve as a guide for the researcher. The respondent of the study was consisting of the Instructor and CIQDA Director and Chairperson in the University, the total population is 300 and the sample size is 40. To test the effectiveness of the function the researcher used Blackbox testing. In determining the level of acceptability of the developed system the researcher used TAM in designing the survey questionnaire. The gathered data was translated using the Likert Scale 5 point. The level of Acceptability has a verbal Interpretation of Highly Acceptable and remarks of Strongly Agree. The researcher concluded that the developed system is very effective in Monitoring the Instructional Materials based on the result of the Evaluation for Quality Factor, Perceived Ease of Use, Experience, Perceived Usefulness, Attitude, and Behavioral Intention. The researcher recommended having in-depth research to enhance the process of Evaluation for the developed System. Keyword: Evaluation of Instructional Materials, Instructional Materials, Agile Methodology, Curriculum Instruction Development and Quality Assurance, Monitoring System."
AGRO-WASTE: DEVELOPMENT OF CEILING PANEL USING ARECA SHEATH AND SANTOL WOOD SHAVINGS (ARECA CATECHU X SANDORICUM KOETJAPE),"This study entitled “Agro-waste: Development of Ceiling Panel Using Areca Sheath and Santol Wood Shavings (Areca catechu x Sandoricum koetjape)” aimed to develop Areca Sheath and Santol Wood Shavings as a component in making ceiling panels. The researchers came up with a developmental method for the said product, to provide its potential to become more usable as construction material. The objective of this study is to produce the most effective ratio of Areca Sheath and Santol Wood Shavings, to test the ceiling panel in physical and mechanical properties in terms of Modulus of Rupture, Direct Screw Withdrawal Test, Internal Bond and Water Absorption and to determine the ROI after one year. The construction procedure was composed of preparing the raw materials needed in the production of ceiling panel, compressing of raw materials and forming. The testing procedure was performed at Forest Products Research and Development Institute in Los Baños, Laguna. Based on the findings gathered by the researchers, the 50:50 ratio where Areca Sheath is the skin-layer and Santol Wood Shavings as core was suitable for making a ceiling panel. It attained an average pull-out load of 141.43 Newton in Direct Screw Withdrawal, Average bond of 0.0949kg/cm3for Internal Bond, 1.0829 MPa for MOR and 16.50% average Water Absorption. Keywords: Agro-waste, “Areca catechu”, Santol. Ceiling panel, DOST-FPDRI"
ONLINE MANAGEMENT INFORMATION SYSTEM FOR GIRL SCOUTS OF THE PHILIPPINES - LAGUNA COUNCIL,"Membership registration of Girl Scouts of the Philippines Laguna is one of the major services that is provided to every girl and young woman to help realize the ideals of womanhood and prepare themselves for their responsibilities in the home, to the nation, and to the world community. The study, Online Management Information System for Girl Scouts of the Philippines Laguna Council is an online platform focusing on online registration and profiling membership. According to Lim (2016) “Analyzing activity data of an Information Management System”, the access control list approach is not very portable because it is file system specific and is therefore not universal which means that not all files systems support the same access control list and not all operating systems have the same interpretation of an access control list. A file is copied from one file system to another; some of the control information may be lost due to compatibility issues. The research design used is descriptive developmental research. The study used Agile Methodology for Software Development. Data were gathered from the Girl Scouts of the Philippines Laguna Council and some other people with the use of an evaluation tool. Summary of results of the evaluation are all represented by mean with standard deviation. The findings related to online membership registration and management information systems are discussed. However, the current manual process used by the Girl Scouts of the Philippines Laguna Council has been shown to the results and necessary interactions to meet them are recommended for the Girl Scouts of the Philippines Laguna Council. Keywords: Record Management, Management Information System, Online Registration and, SMS Notification"
PLASTIC IN EXCHANGE FOR RICE USING KIOSK: A TECHNOLOGICAL WAY TO ADDRESSED WASTE MANAGEMENT AND HUNGER,"Rampant population growth and urbanization has a great factor that contributes to an innumerable generated waste a day particularly in plastic waste. Because of the extensive use of plastic material that worsening the garbage problem, this was caused by improper waste segregation that causes of overflowing bins and would cause health problems, littering that blocked the drainage system, and lack of awareness among people towards the 3 R’s (Reuse, Reduce, Recycle). That is why the researcher developed “Plastic in Exchange for Rice Using Kiosk: A Technological Way to Addressed Waste Management and Hunger”, a two way process that could be possible solution in Solid Waste Management in terms of plastic dilemma and it can help the marginalized people to uplift their lives because of the win-win solution of the device. Prototyping model was used as methodology of the study that comprises of different phases that uses by the researchers in order to be more reliable and effective the system. Blackbox testing was used as testing tool to test the functionalities of the system. For the evaluation procedures, Technology Acceptance Model (TAM) was used as an outline and guideline to understand the user acceptance in order to developed effective questionnaires that was used to gathered data. The level of acceptability of Kiosk Vending Machine in terms of Quality Factors, Perceived Ease of Use, Perceived of Usefulness, Attitude, Experience, Behavioral Intention, and Actual Usage was rated as “Strongly Agree” and verbally interpreted as “Highly Acceptable” based on the tabular and textual representation. KEYWORDS: 3R’s (Reuse, Reduce, Recycle), Prototyping Model, Blackbox Testing, Technology Acceptance Model (TAM), Kiosk Vending Machine"
PESO LAGUNA INTEGRATED WEBSITE WITH DATA MAPPING,"Technology has changed the entire recruitment and job search process for bette or worse. For recruiters and hiring managers, it’s easier than ever to find candidates to suit niche skills or even sway candidates who might not be actively job searching. Based on the concept of the current trends, the researchers will use this information technology to bring innovation in searching jobs and generating of reliable and comprehensive reports based on the data from different users that will help both parties. The Laguna Integrated Website focused on reducing the papers on the office through creating their own information and uploading files. The researcher aims to solve the following problem (a) Problem in encoding, filing and storing of NSRP (National Skills Registration Program) forms and monitoring the status of the applicants. (b) Problems in announcing and requesting of Job Vacancies and job fairs. (c) Companies are having a problem in gathering of information and checking details of applicants. (d) Problems in creating and submitting of reports.Using Prototyping Model allows the users to interact and experiment and gives evaluation in working model building quality software by means of the ongoing clarification of existing requirements and the discovery of previously missing or unknown requirements. Black Box testing was adapted to test satisfaction of the users towards the PESO Website. Technology Acceptance Method (TAM) and Questionnaires was used to gather the information on how the user overcome the acceptability of the technology. Keywords; Job Portal, Prototyping, Black Box Testing, TAM, NSRP"
E-MAYOR: SCHEDULING APPOINT SYSTEM,"Current technology, mostly contributes to the advancement of entertainment like games and gadgets; and services in business, hotel, banks, restaurants, and hospitals. E-Mayor is a cross platform based application that helps mediate between two parties mainly the Mayors’ Office and the people of Sta. Cruz Laguna. The study aims to demolish their current process of people needing to physically go to the Office in order to just request meeting only for him to be declined because of the busy schedule of the Mayor. To lessen the use of paper trails in which it can be misplaced, a fire hazard and a hassle to store if it piles up. Upon developing the system, the researcher used cross platform based type of application in which the user can access the system in both android phone and laptop also, the prototyping model was used which helps the researchers to produce the software in rapid succession by using enhancing the system with each review.  To measure the user’s acceptance towards the developed systems, the researchers utilizes questionnaires based on the Technology Acceptance Model. A total of 63 respondents including persons with occupations that will benefit the developed system, the Secretary of the mayor and secretaries of other offices have answered the questionnaires, results have shown that the system is highly accepted by the users. Also, in order to test the functionality of the system, the researchers adopted the black box testing in which IT Experts was invited to join and test the developed system. Keywords: E- Government, descriptive research, Data collection method, Black box testing, Test case questionnaire, TAM questionnaire"
MUNICIPALITY OF STA. CRUZ SCHOLARSHIP PROGRAM VALIDATION WITH SMS NOTIFICATION,"In modern times, wherein new wave of technology has paved the way for the newly improved devices. Everything in our surroundings can be easily accessed through technology. Our country can somehow cope up with these new trends andtechnology. In the current situation of our community, most of the students find it hard to look for scholarship programs to fund their studies or communicate with their current scholarship program. The Administration of Sta. Cruz have been experiencing some difficulties in handling and monitoring the scholars of their town. Most of the students in Sta. Cruz can't go to the office of the admin due to their age hence the researchers come up with the study entitled “Municipality of Sta. Cruz Scholarship Validation”. This study has shown how helpful it would be if there is a website that the students can go to if they want to apply for the scholarship program, receive updates about the release of funds and monitor their submitted or to submit requirements such as residual waste. The software was developed to improve the communication of the students and the Municipality. Furthermore, the developed software was designed for the students to be able to apply to the program even if they are not in person applying. The study also utilized the black box technique during the test phase and the Technology Acceptance Model combined with ISO/IEC 9126 software metrics during the evaluation phase. This study aims to develop a website that will help the Municipality of Sta. Cruz Administration Office to give a better assistance and immediate response to the students of Sta. Cruz especially in this difficult times. Keywords: Scholarship Validation; Black Box Test; Technology Acceptance Model; ISO/IEC 9126 software metrics ; Technology Acceptance Model."
NSTP WEB PORTAL STUDENT INFORMATION MANAGEMENT SYSTEM WITH AUTO GENERATED QR CODE,"One of the responsibilities of a Laguna State Polytechnic University NSTP officer is to properly monitor the attendance, record and organize the documents of each student registered under the ROTC/CWTS program with the goal of minimizing the workload and time that will make to finish the job. The researchers came up with an idea to build a web-based system in which the officers and the students can easily communicate and connect their needed information to lessen the need of physical contact considering the current situation and the new “normal” we are facing. The primary concern of this study is to provide the officers an effective and efficient way to gather and collate information from their students while at the same time the students will have an easy way to access the said system with the use of QR codes. The objective of this study specifically aims to; 1.) To develop a system that will organize the student information monitors the attendance and registration of the students 2.) To the functionality of the develop system in terms of: a) user management, b) Pending, approve, disapprove for registration, c) Attendance monitoring, d) Report generation 3.) To evaluate the user acceptance of “NSTP Web Portal Student Information Management System with Auto Generated QR Code” in terms of: a) Quality Factors, b) Perceive ease of use, c) Perceived usefulness, d) Attitude towards using e) Behavioral intention to use and f) Experience. The researchers formulated the questionnaire along with the system quality characteristics from Technology Acceptance Model (TAM). The developed system was evaluated to measure the acceptability of the users. With the use of the evaluation tool, the respondents strongly agree that the developed system is useful and helped in improving the way they work. The feedback gathered after the survey conducted by the researchers proved that the study met the objectives set by the researchers. Additional recommendations were given as a possible upgrade to the system for future researchers to pursue. With this proposed system project, the researchers will present all related facts and evidences supporting the nature of this study. Keywords: Web Portal, Student Information Management System, QR Code"
THE DEVELOPMENT OF MUNICIPAL PLANNING AND DEVELOPMENT COORDINATOR OFFICE (MPDCO),"The study of the Municipal of Planning and Development Coordinator Office will help the resident of Santa Cruz, Laguna to register and submit requirements through online process. Online and submitting requirements of the four (4) frontline services, this service is for Land Developers should secure Development Permit before they can develop a subdivision and establishments as well as businesses registration. The study aims to create and develop a system that is friendly user interface for the client costumer and also to know the process of requesting permits and certification. By this system, people will know the services and functions of the Office. It will help also the employee to gathered requirements, secure information of the citizen and to continue the process of the following request, citizen will see the citizen charter. The developed system provides services that the people will be able to get the request certification quickly. It also provides online transaction process such as: (1) Online application forms (2) Online Mapping application (3) Online Appointment Management. The department will achieve the goal for the citizen through requesting, submitting, and releasing requirement of the four frontline services. The researchers used a descriptive research method of the study because it best served to answer the questions and for basis in gathering information to a better understanding on purposes of the study. The researchers conducted an interview among the staff department heads and as well as the people who are more knowledgeable in planning and development in Santa Cruz, Laguna. Keywords: Municipal Planning, Rapid Application Model, Tracing Progress, Online Mapping Application and Online Appointment Management"
LSPU STUDENTS: OJT WEB PORTAL,"The main objective of this study is to develop and assess the User Acceptance Testing of an Online Documents Management System that assist the LSPU specially the OJT Coordinator, Dean and OJT Student in their OJT program like uploading and downloading of forms, posting of announcements, and monitoring of students by their adviser. The following matters are considered: (1) To create and develop a portal for both OJT adviser and students to be use in OJT matters by providing a recording system that OJT coordinators and students can register themselves and send set of document requirements in the portal; (2) To evaluate the developed system using black box testing to ensure the functionality and usability of the system.; (3 To evaluate the developed system using technological acceptance model. The descriptive and developmental research design is applicable in this study in which it will be useful to accurately and systematically describe a population, situation or phenomenon and can use both qualitative and quantitative research methods (Macombes,2019). Moreover, this study utilized purposive sampling method. Samples was taken in LSPU including OJT Coordinator, Dean and Students of the College of Computer Studies. Various instrument was used in gathering data such as face-to-face interview with the OJT coordinator, survey, online research, library research and on-site observation. The researcher used Weighted Mean and the Standard Deviation. The result of the study shows that the “LSPU Students: OJT Web Portal” is a great development for process of conducting OJT in LSPU. Keywords: Web Portal, On the Job Training, Document Management System, Research Design, Online Job Portal."
 ISEEKLAWYER: ONLINE MEETS LAW; JUSTICE ON THE GO! (SELLAG WEBSITE AND MOBILE APPLICATION WITH SMS NOTIFICATION),"South Eastern Laguna Lawyers’ Group (SELLAG) Website aims to help people with legal problems but has no idea where to find lawyers close to their area, especially those who are financially incapable that hinders them from going to Manila to find lawyers. The researchers have come into this study and develop the website that can help the admin and client to assist the system handling inquiries. It aims to showcase information of the lawyers and its association’s details with its contribution to the law industry thru internet. The concern of this study is online free legal consultation, comments/forums, private messages, high level of security, and user-friendly. Specifically, the objective of this study aims to; 1.) To develop and design an online platform that can determine the current process of accommodating and updating client inquiries of consultation, representation, and other significant transactions in the organization with the help of ready-made SMS responses 2.) To test the functionalities of the developed automated system based on the behavior of the system during the testing phase focusing on its features 3.) To evaluate the level of acceptability and behavioral intention as basis for the innovation of the traditional lawyer process. With the said research design, the researchers will describe all data present facts concerning the nature of the study by collecting data to answer questions regarding the present condition of a certain study."
MUNICIPALITY OF SANTA CRUZ PUBLIC CEMETERY RECORD MANAGEMENT SYSTEM WITH SMS NOTIFICATION,"Municipality of Santa Cruz Laguna Public Cemetery Record Management System with SMS Notification system is to help Department of the Civil Registrar to upgrade the manual records to a user-friendly webpage. This system can help the civil registrar to monitor all the data and also to easily find the location and blocks. And also, to communicate civil registrar to the citizen of Santa Cruz Laguna. The researchers have come to this study to develop a webpage system to help the civil registrar and also to the citizen of Santa Cruz Laguna. This develops system can monitor the monthly and yearly records. To minimize time in searching to locate the information. This study is user-friendly, have a level of security to secure every data input in the system, and also private message. The objective of this study is to; 1.) To design the system that can process the requirements of the citizen of Santa Cruz Laguna, updating the data of the citizen and the admin information. To find the unpaid tombs and to notify the relatives regarding to their balance by SMS. 2.) To create a SMS and chat message to answer all of the consultation and concerns of the clients in the Public Cemetery. 3.) To evaluate the user acceptance and behavioral intension to use the Municipality of Santa Cruz Record Management System with SMS Notification. With the research design, the researchers will present all the data that they gathered during this study and to answer questions regarding to their develop study and answered all to their question regarding to the develop system."
MUNICIPAL TRICYCLE FRANCHISE REGULATORY BOARD AND BUSINESS PERMIT REORD MANAGEMENT SYSTEM (MTFRBBPRMS),"Tricycle is one of the common uses in transportation here in the Philippines, mostly in urban area. The system MTFRBBPRMS (Municipal Tricycle Franchise Regulatory Board Business Permit Record Management System) is a computerize system that manage tricycle registration, toda org and business permit recording in Lumban, Laguna. It was implemented using Visual studio and xampp for the database control. The data base record contains applicants’ personal data, reports, registration information and total registered applicants. The purpose of the study is to help in managing the tricycle franchise registration in a way of managing the expiration and renewal for the yearly transaction, and recording of business permitting and toda. This is to help them work easier, the study aims to handle the 1200 franchisee and monitor 1104 business permit record. Base on the conducted interview and observation the problem of the license office is monitoring of franchise registration, because the office only use log book as a recording tool and also to track the renewal of the applicants. The researchers used descriptive developmental research base on the data gathered by the researchers like; interview, observation, analysis and other fact finding techniques. This is to improve the manual, at the same time the developed system was tested that can be operated by users. The researchers use Tam (Technology acceptance model) to know the users perception for the new developed technology and black box testing to test the functionality of the system, this type of technique use to improve the system. Keywords: computerized registration, tricycle franchise and toda, business permit"
"RAINFALL ADVISORY SYSTEM WITH SMS NOTIFICATION FOR MUNICIPAL DISASTER RISK REDUCTION AND MANAGEMENT OFFICE SANTA CRUZ, LAGUNA","Occurring of a tropical cyclone in a tropical region where there could be a heavy rain and flood which may leave a great impact especially to those localities which are near in the river, bay sides, and other form of water bodies. This study developed a web-based system and used a Rainfall Device to measure the rainfall intensity for the monitoring of the rainfall activities, and disseminate timely and meaningful warning information through a SMS notification for the residents of low land areas to prepare and act properly in a sufficient time to reduce harm and loss. Tipping Bucket and Arduino Wifi Module were used in developing the Rainfall device of the study. This study aims to know its efficiency and effectiveness in low land areas of Santa Cruz, Laguna. The study applied the Prototyping Process Model for the process of developing the system. The evaluation was conducted and indicates the result of the system’s effectiveness for the use of the Municipal Disaster Risk Reduction and Management Office to monitor and disseminate awareness and to know potential flooding in the flood prone low land areas of Santa Cruz. Keywords: Rainfall Advisory, Early Warning System, Rainfall Device, Tipping Bucket, Arduino, MDRRMO"
MODERNIZATION PROGRAM FOR KINGDOM PLANTAE: IDENTIFICATION AND PROPER CARE WITH THE USE OF MOBILE APPLICATION (SOUTH EAST ASIAN PLANT),"The study focuses on creating and designing Modernization Program for Kingdom Plantae: Identification and Proper Care with the Use of Mobile Application (South East Asian Plant) in order to particularly help the Plantito’s and Plantita’s and Plant shop owners in finding information, plant care tips about their plants whether it is online or offline to let them be more efficient, knowledgeable, and productive every day. This study integrates constructs from the Rapid Application Development Model, First, to design and develop evaluate the mobile application that would provide comprehensive databank of plants both indoor and outdoor with plant care and propagation tips for Filipino plant lovers., Second is to test the functionalities of the mobile application on its major features: Plant Information and Database Search, Comprehensive Plant care tips allowing others users to share and contribute personal experiences in taking care of plants via the comment feature.the researchers concluded that they were able to creating and designing an mobile application about the plant Keywords: Modernization Program for Kingdom Plantae: Identification and Proper Care with the Use of Mobile Application (South East Asian Plant) Comprehensive databank and plant care tips."
"THE DEVELOPMENT OF MSWDO (MUNICIPAL SOCIAL WELFARE AND DEVELOPMENT OFFICE) INFORMATION MANAGEMENT SYSTEM WITH SCHEDULING, ANNUAL AND MONTHLY REPORT GENERATOR AND RECORD KEEPING","The Effectiveness of emerging technologies has had a significant effect on how people and society live and work. Advancement in technologies made the traditional way of work obsolete. The study entitled “MSWDO (MUNICIPAL SOCIAL WELFARE and DEVELOPMENT OFFICE) Information Management System” focuses on developing and designing the management information system of the MSWDO Sta. Cruz Laguna particularly to help the said in were able to store, assess and retrieve data using a web based application. The study served as response to a particular purpose that will support and improve the user’s need and upgrade the quality of service they deliver to the residents of Sta. Cruz Laguna. This study integrates concepts from the Rapid Application Development Model, First, to develop and design a user-friendly system that utilize information management system. Second is to test the serviceability of the developed information management system based on the outcome of the system during the test case emphasizing on the system’s major features: User management, Adding, Checking, Data Management, Storing, Modifying, Searching, Retrieval and Generation of Reports, to evaluate the develop system with the consideration of user feedback. Therefore, the researchers concluded that they were able to develop an information management system that helps for efficient checking, recording, and viewing of data. The system also helps the clients to easily set up for an application through their respective barangays. The feedback gathered after the survey conducted by the researchers proved that the study met the objectives set by the researchers. Additional recommendations were given as a possible upgrade to the system for future researchers to pursue. Keywords: MSWDO (Municipal Social Welfare and Development Office), Rapid Application Development Model, Information Management, Management."
THE DEVELOPMENT AND USER ACCEPTANCE OF TRAFFIC VIOLATION MANAGEMENT INFORMATION SYSTEM WITH MOBILE TICKETING APPLICATION,"Government is one of the many who ought to advance their services into new technology using electronic governance adopted by countries across the world to provide services such as; Government to Citizen, Government to Business, Government to Employee and Government to Government to achieve the objectives of governance. Preliminary Investigation using descriptive research design was conducted and helped to deeply understand the current process of the organization. With the used of fact finding technique; survey, questionnaires, client interview and observations, problems are identified in transferring, recording, retrieving and viewing of reports of the current process of the organization. Using Data Collection method such as Library research, Consultation, Internet research the study gains enough valuable information that uncovered the needs to improve the process of the organization. The developed system provides an efficient way of managing the transferring, recording, retrieving of data and viewing of reports with the used of Traffic Violation Management Information System with Mobile Ticketing Application incorporated with an SMS notification. IT professionals are invited through a Google Meeting to evaluate the System with the use of black box testing using test case questionnaire tools. As for the User Acceptance, TAM questionnaire with ISO standard integrated with likert scale that forecast the individual adaptation and voluntary used of the developed system. It has been proven that the developed system for Traffic Management Office provide an efficient way of processing citations and it also helped riding community citizen by proving new technology that will not consume time on settling citation. Keywords: E- Gorvernment, descriptive research, Data collection method, Black box testing, Test case questionnaire, TAM questionnaire."
THE DEVELOPMENT OF STA CRUZ LAGUNA LOCAL CIVIL REGISTRY OFFICE MANAGEMENT SYSTEM,"The study focuses on developing and designing the record management system of Local Civil Registry Office of Sta. Cruz Laguna particularly to help the said office in recording, managing, and to make the overall processing of data more efficient while limiting the amount of people per day that can request a petition. This study integrates constructs from the Rapid Application Development Model, First, to design and enhance the current process and workflow of the Local Civil Registry Office in Sta. Cruz Laguna by using the rapid application development the researcher create a system that will enhance and improve thee clients workflow, the researchers create a system that utilize tracking, scheduling and management information system that will beneficial not only to the LCRO office but also to the petitioners. The developed system with the majors feature User Management, Recording, Updating, and Viewing of Data, Generate User Logs, Generation of Reports, Scheduling of Request of Petition and Tracking of Request Petition of was tested by IT professional for it functionalities and expected result it was also evaluated by respondents the was attain by using stratified random sampling in terms of 1) Quality Factors, (2) Perceive Ease of Use, (3) Perceived Usefulness, (4) Attitude towards Using, (5) Behavioral Intention to Use, (6) Experience. Based on the result that the researcher analyze both the testers and evaluator agree that the developed system in working, functioning to its expected result and will be helpful to the LCRO office. Keywords: Local Civil Registry Office, Petition, Rapid Application Development Model, Management, Scheduling, Tracking"
THE DEVELOPMENT AND USER ACCEPTANCE EVALUATION OF PROJECT MANAGEMENT INFORMATION SYSTEM FOR AKLEX CONSTRUCTION SERVICES AND ND CONSTRUCTIONS,"Through evolutions, technology enables business to expand in a different and rapid manner. Businesses are able to function and increase credibility even better. Construction industry also has a great part in so called business and it deals with the process of project planning, improving quantity, cost estimating techniques, effective cost monitoring and controlling projects. The establishment of improvements for credibility, efficiency and effectiveness injected with the technology will be a great help for the construction industry. Due to this matter, the researchers came up with the study entitled “The Development and User Acceptance Evaluation of Project Management Information System for Aklex Construction Services and ND Constructions”. This study has been shown as a powerful tool and serves as a major part in monitoring and managing a construction company. Also, this study promotes a business injected with technology by having electronic web based and mobile application of project management information system (PMIS) that will allow every specific user to view progress about certain projects. Furthermore, the developed system was designed to ensure that projects are successfully completed within the constraints of best quality, on time and at the minimum possible cost in order to implement an infrastructure project effectively and efficiently. This study aimed to develop and assess the User Acceptance Testing (UAT) on a cross-platform project management information system for Aklex Construction Services and ND Constructions, a Small-Medium scale of construction company. Keywords: Technology, Construction Industry, Improved process, Powerful tool, Project management information system (PMIS), User acceptance testing (UAT)"
THE DEVELOPMENT OF NATIONAL FOOD AUTHORITY SAN PABLO LAGUNA WAREHOUSE MANAGEMENT INFORMATION SYSTEM WITH PROFILING OF FARMERS,"Nowadays, managing data and generating reports are more effective and efficient by using automated system. Through innovation, the manual process of this world become enhance and improve. The study entitled “NFA Laguna Warehouse Management Information System with Profiling of Farmers” assures that the high quality of work is possible. People can use this system to minimize their jobs and can make their work easier compared before. It helps the organization makes their work easier in data management and generation of reports. The proposed system will be a great help to the employee on providing records and data. NFA Laguna Warehouse Management Information System with Profiling of farmer’s sought to accomplished the following objectives; (1) To design and develop an automated system that would adhere and enhance the current process of NFA Laguna. (2) To test the functionalities of developed management information system that focuses on its major features and (3) To evaluate the user acceptance and behavioral intention to use of the developed system. The SDLC used by the researchers to develop the system was Rapid Application Development (RAD) which will determine the researchers to return on the proceeding phase until it meets the requirements need by the client. The RAD consist of 4 phases that include. (1) Planning phase, (2) Analyzing phase, (3) Designing phase and lastly (4) Development phase. The system “NFA Laguna Warehouse Management Information System with Farmers Profile.” Is the IT solution to improve the current manual process of the client."
THE DEVELOPMENT OF HUMAN RESOURCES INFORMATION SYSTEM OF SANTA CRUZ LAGUNA,"The primary concern of today‘s organizations is to develop and on keep high priorities on the competitiveness. Technology makes the management better, and better performance will make the employees motivated, motivated employees results in better performance. One of the 18 departments of the Santa Cruz municipality is the Human Resources Management Office, their current system is semi-automatic, by using their current system, the HRMO encounters problems such as applicant recording and calculating records that may lead to unequal opportunity to the applicants. Hence, the researchers want to eradicate those problems. So, the researchers develop a system entitled ―The Development of Human Resource Information System for Santa Cruz Laguna‖, that stores the employees‘ data and information as well as departments, the system evaluates the OPCR and IPCR coming from Strategic Performance Management for Rewards and Recognition, it also upgrades the Recruitment process to a semi-automated. The Researchers used descriptive and developmental type of research and other methods such as different fact-finding techniques. The researchers also used TAM and Black box testing to test and evaluate the developed system. The Researchers tested the functionality of the development system by letting their respondents to use it as well as answering questionnaire that determines its effectiveness and efficiency. The system has sufficient content where they can find user friendly interfaces and operations that ease their current process."
CONNECC-S: WEB PORTAL,"World Wide Web or commonly known as “web” is an information system where documents, media and other resources are identified by a Uniform Resource Locator or URL which may be interlinked with hypertext links readily accessible on the internet. Over the years, technology continually changes according to the needs of every user. A technology can be depleted or diminished when there is lesser demand of the system. This objective of this study is designed to develop a web portal for the College of Computer Studies in Laguna State Polytechnic University – Santa Cruz Campus with the purpose of automating the transaction process of reports, grades and other services which could be improved by using a web portal. The study used the descriptive and developmental research method in designing the web portal. Also, the study used SCRUM methodology as a guide for the development and to manage sudden changes in the project. A black box technique was also used in testing phase accompanied by Technology Acceptance Model for the evaluation phase. In conclusion, the research showed that users were satisfied with the web portal and had a high Level of Acceptability. Therefore, results of the research study concludes that users were very satisfied in using the developed project because of its convenience and the potential workforce reduction it brings to the client. The evaluation also concludes that the study’s output is very timely especially with the current situation the world is experiencing pandemic. Keywords: Web Portal; University Portal; Black Box Test; Technology Acceptance Model; ISO 25010 Software Quality Metrics; "
"THE DESIGN AND DEVELOPMENT OF AN INTEGRATED PUBLIC INFORMATION OFFICE OF STA. CRUZ, LAGUNA","The researchers study is entitled “The Design and Development of an “Integrated Public Information Office of Santa Cruz Laguna” which focuses on the main function of the office. The study aims to design and develop a web based system which allow the Public Information Office staffs to disseminate important information like memorandum, request, invitation etc. to the barangay personnel using the developed system without personally handling it. The study researchers conducted interviews on the client’s recent processes, observation on office hours, researching related studies on online library and consultations with advisers and other instructors. The researchers use V-shape model to develop the system. Testing and evaluating the system, the researchers gathered 55 respondents from the office of Public Information, one ICT officer, SK Chairman and also barangay captains, secretaries and treasurers. The questionnaire was made in accordance to the Technology Acceptance Model and ISO. The researchers also use Likert Scale in identifying user acceptance in using the developed system. The result of the evaluation was acceptable, that means the developed system passed for the use of the PIO office to barangay. Keywords: Information, Technology Acceptance Model, ISO, Vshape Model, Web based system, E-government, Likert Scale, Government"
